,GLOBAL_INDEX,WORD,AFFIX,NOUN_CLASS,DESCRIPTION,POS,PAGE-COLUMN,FULL_ENTRY,FAILED,WORD_CLEAN,AFFIX_CLEAN,FULL_ENTRY_CLEAN
14456,14456,umcŭsi,imi.,3|4,journée.,n.,P436-C1,"umcŭsi, imi., 3|4, jour, journée. Syn. umubârwa. Urugendo rwumùsi wōse, un voyage qui dure un jour entier. wambere, lundi; wa kábiri, mardi; umûùsi wa gátatu, mercredi; umûsi wa káne, jeudi; wa gátānu, vendredi; umùŭsi wa gátandátu, samedi; umûsi wa Mungu, dimanche. Baragira umăsi mukúru, tls ont organisé une fête. Umùsi mukùru w'agakūra, une fête solennelle. Imïsi myinshi, très longtemps. Umûsi mubí, un jour néfaste. Umúûsi warwó, le jour du trépas. Uyu măûsi nûwâwé, ton heure est venue. Ku mùûùsi uku, en ce moment peut-être, environ à cette heure-ci. Umùsi ur’îzina, un beau jour, un certain jour. Uyu măsi nuwa kámwe, il y a peu de survivants. wīrábura, un jour de deuil, un jour néfaste. Imisi yōse, toujours. Umûsi umwé azindukira umupfûmu, un jour, il se rendit de bon matin chez le devin. Bati ntabāra sé wă muntu, tuhabōnye imâna, urāré ugendé udúkamiye uyu wó, aide-moi donc, ô homme, nous avons de la chance, tu partiras demain mais trais pour nous aujourdď’'hui seulement. Umăùsi utar’ûyu uzōohozwa nănde KKKavâta kanje ?, plus tard, par qui seras-tu consolé, mon cher petit ? Igikère kiti ku mûsi mûnāká, duhwaníre ahănāká tujé kuzîzannna, le crapaud dit: tel jour, à tel endroit, nous nous rencontrerons et nous les apporterons. Prov. 788, 938-941, 988, 1805-1806, 3005-3006, 3017-3018, 3248, 3939. bānyámusi, lal|2a, (cfr -si 3), expérimenté, intelligent. Uri nyamùŭsi, tu as une grande expérience.",False,umcŭsi,imi.,"umcŭsi, imi., 3|4, jour, journée. Syn. umubârwa. Urugendo rwumùsi wōse, un voyage qui dure un jour entier. wambere, lundi; wa kábiri, mardi; umûùsi wa gátatu, mercredi; umûsi wa káne, jeudi; wa gátānu, vendredi; umùŭsi wa gátandátu, samedi; umûsi wa Mungu, dimanche. Baragira umăsi mukúru, tls ont organisé une fête. Umùsi mukùru w'agakūra, une fête solennelle. Imïsi myinshi, très longtemps. Umûsi mubí, un jour néfaste. Umúûsi warwó, le jour du trépas. Uyu măûsi nûwâwé, ton heure est venue. Ku mùûùsi uku, en ce moment peut-être, environ à cette heure-ci. Umùsi ur’îzina, un beau jour, un certain jour. Uyu măsi nuwa kámwe, il y a peu de survivants. wīrábura, un jour de deuil, un jour néfaste. Imisi yōse, toujours. Umûsi umwé azindukira umupfûmu, un jour, il se rendit de bon matin chez le devin. Bati ntabāra sé wă muntu, tuhabōnye imâna, urāré ugendé udúkamiye uyu wó, aide-moi donc, ô homme, nous avons de la chance, tu partiras demain mais trais pour nous aujourdď’'hui seulement. Umăùsi utar’ûyu uzōohozwa nănde KKKavâta kanje ?, plus tard, par qui seras-tu consolé, mon cher petit ? Igikère kiti ku mûsi mûnāká, duhwaníre ahănāká tujé kuzîzannna, le crapaud dit: tel jour, à tel endroit, nous nous rencontrerons et nous les apporterons. Prov. 788, 938-941, 988, 1805-1806, 3005-3006, 3017-3018, 3248, 3939. bānyámusi, lal|2a, (cfr -si 3), expérimenté, intelligent. Uri nyamùŭsi, tu as une grande expérience."
14464,14464,busíba,sans,,"à la manière d'un ver de terre, lentement.",adv.,P437-C1,"busíba, 14a, (cfr -síba 3), sans augment, sans compl., à la manière dun ver de terre, lentement. Yakwega busíba, il marche très lentement.",False,busíba,sans,"busíba, 14a, (cfr -síba 3), sans augment, sans compl., à la manière dun ver de terre, lentement. Yakwega busíba, il marche très lentement."
14476,14476,umusībiriro,imi,3l4,jour chômé pendant lequel on s'abstient de travailler en signe de deuil.,n.,P437-C1,"umusībiriro, imi, 3l4, (cfr -sībirir-), jour chômé, temps clos pendant lequel on s'abstient de travailler en signe de deuil. Var. umusībiro. Syn. imimariro.",False,umusībiriro,imi,"umusībiriro, imi, 3l4, (cfr -sībirir-), jour chômé, temps clos pendant lequel on s'abstient de travailler en signe de deuil. Var. umusībiro. Syn. imimariro."
14482,14482,umusibo,imis,34,"malédiction, injure",n.,P437-C2,"umusibo, imis, 34, (cfr -sib-), malédiction, injure. Imisibo ntírerá, injurier un enfant nest pas la bonne manière de lédugquer.",False,umusibo,imis,"umusibo, imis, 34, (cfr -sib-), malédiction, injure. Imisibo ntírerá, injurier un enfant nest pas la bonne manière de lédugquer."
14557,14557,Sigumwôgeje,v.,,,v.,P439-C2,"Sigumwôgeje, v. -ôgeje.",False,Sigumwôgeje,v.,"Sigumwôgeje, v. -ôgeje."
14570,14570,igisigûgzwa,ibi,,"question, demande.",n.,P440-C1,"igisigûgzwa, ibi, (cfr -sígūzw-), question, demande Syn. ikibázwa. Udusigûzwa twăr'itéma twăriyimbura, toutes sortes de demandes d'explications.",False,igisigûgzwa,ibi,"igisigûgzwa, ibi, (cfr -sígūzw-), question, demande Syn. ikibázwa. Udusigûzwa twăr'itéma twăriyimbura, toutes sortes de demandes d'explications."
14590,14590,insimbajoro,v.,,joro.,v.,P440-C2,"insimbajoro, v. -joro.",False,insimbajoro,v.,"insimbajoro, v. -joro."
14651,14651,isînzí,zi,5|9i,"multitude, foule, grand nombre",n.,P442-C1,"isînzí, 5, 9i, (probablement dérivé du verbe -zi), multitude, foule, grand nombre, « qu’on ne peut pas compter ». Syn. -hănga 6, -hôgo 12, -jojo 9, -kîmba 3, -nigwa 12, -nyévērí 11, -nyinga 12, -pfukánya 1i, -riri 9, -séma 9i, -sěnga 12, -shano 5, -sîsí 5, -syěgēge 5, -vûvu 12, -yōro 3. Isînzí ry 'abantu, une multitude de gens. Ivyó yagiíze vyōse n’fsînzí nk’îsînzí, il est presque impossible de compter la foule d'œuvres qu'il a réalisées. Isînzí ntíbëshá, (loc. prov.), vox populi, vox Dei. || (Cfr -sînzikar-). Malheur. | Proue d'un navire. Prov. 1445.",False,isînzí,zi,"isînzí, 5, 9i, (probablement dérivé du verbe -zi), multitude, foule, grand nombre, « qu’on ne peut pas compter ». Syn. -hănga 6, -hôgo 12, -jojo 9, -kîmba 3, -nigwa 12, -nyévērí 11, -nyinga 12, -pfukánya 1i, -riri 9, -séma 9i, -sěnga 12, -shano 5, -sîsí 5, -syěgēge 5, -vûvu 12, -yōro 3. Isînzí ry 'abantu, une multitude de gens. Ivyó yagiíze vyōse n’fsînzí nk’îsînzí, il est presque impossible de compter la foule d'œuvres qu'il a réalisées. Isînzí ntíbëshá, (loc. prov.), vox populi, vox Dei. || (Cfr -sînzikar-). Malheur. | Proue d'un navire. Prov. 1445."
14657,14657,igisînzīiràmpágaze,v.,,,v.,P442-C1,"igisînzīiràmpágaze, v. -hágaze.",False,igisînzīràmpágaze,v.,"igisînzīràmpágaze, v. -hágaze."
14664,14664,umusipi,imi,3j4,ceinture d'homme,n.,P442-C2,"umusipi, imi, 3j4, (sw.), ceinture d'homme. Cfr umweko (pour les femmes). Hari abasóre bamwêbamwé banká gufungura ibikwîye ngo bōbúra ahó bashirá umusipi, ngw inkûmi zōbatwenga ngo bafise inda zuruhbaági, il y a certains jeunes gens qui refusent de manger suffisamment en prétendant que leur ceinture ne tiendrait plus ou que les filles se moqueraient d'eux en disant quw'ils ont une bedaine.",False,umusipi,imi,"umusipi, imi, 3j4, (sw.), ceinture d'homme. Cfr umweko (pour les femmes). Hari abasóre bamwêbamwé banká gufungura ibikwîye ngo bōbúra ahó bashirá umusipi, ngw inkûmi zōbatwenga ngo bafise inda zuruhbaági, il y a certains jeunes gens qui refusent de manger suffisamment en prétendant que leur ceinture ne tiendrait plus ou que les filles se moqueraient d'eux en disant quw'ils ont une bedaine."
14687,14687,umusítări,imi,3|4,"théorie, ligne, rangée",n.,P443-C1,"umusítări, imi, 3)4, (sw.), théorie, ligne, rangée. Syn. umurongo.",False,umusítări,imi,"umusítări, imi, 3)4, (sw.), théorie, ligne, rangée. Syn. umurongo."
14709,14709,Rusizi,1la,,rivière coulant du lac Kivu dans le lac Tanganyika.,n.,P443-C2,"Rusizi, 1la, rivière coulant du lac Kivu dans le lac Tanganyika.",False,Rusizi,1la,"Rusizi, 1la, rivière coulant du lac Kivu dans le lac Tanganyika."
14718,14718,só,bāsó,lal2a,"ton père, votre père",n.,P443-C2,"só, bāsó, lal2a, ton père, votre père. Ivyó ugiríra só, ce que tu fais à ton père. Kăndi níwe yabânje kwîca só wāwe, en outre, c'est lui, d'abord, qui a tué ton père. Ayavûye mu zā só, le lait produit par les vaches de ton père. V. sé, dātá, só-wânyu. Prov. 849, 966, 1505, 1650, 2607. Cfr. parenté, p. 616.",False,só,bāsó,"só, bāsó, lal2a, ton père, votre père. Ivyó ugiríra só, ce que tu fais à ton père. Kăndi níwe yabânje kwîca só wāwe, en outre, c'est lui, d'abord, qui a tué ton père. Ayavûye mu zā só, le lait produit par les vaches de ton père. V. sé, dātá, só-wânyu. Prov. 849, 966, 1505, 1650, 2607. Cfr. parenté, p. 616."
14719,14719,mwěnesó,běnesó,lal2a,ton demifrère (de même père),n.,P443-C2,"mwěnesó, běnesó, lal2a, (cfr só la), ton demifrère (de même père). Prov. 3924-3925.",False,mwěnesó,běnesó,"mwěnesó, běnesó, lal2a, (cfr só la), ton demifrère (de même père). Prov. 3924-3925."
14764,14764,isófisí,9i,9i,syphilis,n.,P444-C2,"isófisí, 9i, (sw.), syphilis.",False,isófisí,9i,"isófisí, 9i, (sw.), syphilis."
14770,14770,sogókuruza,bāsógokuruza,12,arrière-grand-père.,n.,P444-C2,"sogókuruza, bāsógokuruza, lal2a, (cfr -sogókuru 1a), bisaïeul, arrière-grand-père. V. parenté, p. 6Íóó. Parfois abrégé en sōkúruza.",False,sogókuruza,bāsógokuruza,"sogókuruza, bāsógokuruza, lal2a, (cfr -sogókuru 1a), bisaïeul, arrière-grand-père. V. parenté, p. 6Íóó. Parfois abrégé en sōkúruza."
14855,14855,igisôkwé,ibi,718,"devinette, énigme.",n.,P447-C1,"igisôkwé, ibi, 718, (cfr -sôkōz-), devinette, énigme.",False,igisôkwé,ibi,"igisôkwé, ibi, 718, (cfr -sôkōz-), devinette, énigme."
14864,14864,umusómarusáku,v.,,sâku,v.,P447-C1,"umusómarusáku, Vv v. -sâku.",False,umusómarusáku,v.,"umusómarusáku, Vv v. -sâku."
14866,14866,umusomawábûùngere,v.,,ŭngere,v.,P447-C1,"umusomawábûùngere, v. -ŭngere.",False,umusomawábûngere,v.,"umusomawábûngere, v. -ŭngere."
14939,14939,umunyâsóni,abanyââsóni,12,"modeste, timide",adj.,P449-C1,"umunyâsóni, abanyââsóni, 12, (cfr -sóni 5), modeste, timide.",False,umunyâsóni,abanyâsóni,"umunyâsóni, abanyââsóni, 12, (cfr -sóni 5), modeste, timide."
14962,14962,igisóre,ibi,,"gars, jeune homme solide, en passe de devenir vieux garçon, près de la maturité.",n.,P449-C2,"igisóre, ibi, (cfr -sóre 1), gars, jeune homme solide, en passe de devenir vieux garçon, près de la maturité. Cfr igikúmi. Kirîyegetse hāmáyegá, (énigme), í sapputie tout contre sa bien-aimée: igisóre hambavu y'inkûmi, le gars en compagnie d'une jeune fille. Gisóre, sans augment, sans complément, à la manière d'un jeune homme, en trréfléchi.",False,igisóre,ibi,"igisóre, ibi, (cfr -sóre 1), gars, jeune homme solide, en passe de devenir vieux garçon, près de la maturité. Cfr igikúmi. Kirîyegetse hāmáyegá, (énigme), í sapputie tout contre sa bien-aimée: igisóre hambavu y'inkûmi, le gars en compagnie d'une jeune fille. Gisóre, sans augment, sans complément, à la manière d'un jeune homme, en trréfléchi."
15015,15015,umusózi,imi,3l4,colline; montagne,n.,P451-C1,"umusózi, imi, 3l4, colline; montagne, mont. Urumanáne rw'imisózi, massifs montagneux. Umusózi wítába, lécho. Mūsí yumusózi, au pied de la montagne. Hëpfó y'umusózi harasusurutse, en bas de la colline il fait chaud. Umusózi murēmure, une haute montagne. Ku musózi kānāká, à tel endroit. Yīhēreza imisózi iramara, il se mit à parcourir la région. || Sol. Terrain inculte. Imisózi yōse, immensité. Ikitáva ku musózi, qui dure longtemps. Gukûra uwŭndi ku musózi, gukûra ku musózi, tuer. Ambônye yōca akûra ubùusa ku musózi, s'il me voyait, il me ferait aussitôt disparaître. Kugenda ku musózi, écarter pour satisfaire un besoin naturel. Kurimirwàkw íÍmisózi, être enterré. Imisózi lyó ikumbúranye abáto barahagwa, (Prov.), lorsque les collines cherchent à se rencontrer ce sont les petits qui y tombent., Les grands se font la guerre mais ce sont les petits qui écopent. Prov. 1729, 3014-3015, 3472, 3919. TROUWBORST 147.",False,umusózi,imi,"umusózi, imi, 3l4, colline; montagne, mont. Urumanáne rw'imisózi, massifs montagneux. Umusózi wítába, lécho. Mūsí yumusózi, au pied de la montagne. Hëpfó y'umusózi harasusurutse, en bas de la colline il fait chaud. Umusózi murēmure, une haute montagne. Ku musózi kānāká, à tel endroit. Yīhēreza imisózi iramara, il se mit à parcourir la région. || Sol. Terrain inculte. Imisózi yōse, immensité. Ikitáva ku musózi, qui dure longtemps. Gukûra uwŭndi ku musózi, gukûra ku musózi, tuer. Ambônye yōca akûra ubùusa ku musózi, s'il me voyait, il me ferait aussitôt disparaître. Kugenda ku musózi, écarter pour satisfaire un besoin naturel. Kurimirwàkw íÍmisózi, être enterré. Imisózi lyó ikumbúranye abáto barahagwa, (Prov.), lorsque les collines cherchent à se rencontrer ce sont les petits qui y tombent., Les grands se font la guerre mais ce sont les petits qui écopent. Prov. 1729, 3014-3015, 3472, 3919. TROUWBORST 147."
15032,15032,bustăni,14a,14,jardin fleuri,n.,P451-C2,"bustăni, 14a, (sw.), var. busítăni, jardin fleuri.",False,bustăni,14a,"bustăni, 14a, (sw.), var. busítăni, jardin fleuri."
15035,15035,agàsu,none,12,odeur forte,n.,P451-C2,"agàsu, 12, odeur forte exhalée par certains animaux ou insectes. Kunūka agasu, empester, sentir très mauvais.",False,agàsu,none,"agàsu, 12, odeur forte exhalée par certains animaux ou insectes. Kunūka agasu, empester, sentir très mauvais."
15115,15115,isúkări,9i,,sucre,n.,P454-C1,"isúkări, 9i, (arabe), sucre.",False,isúkări,9i,"isúkări, 9i, (arabe), sucre."
15237,15237,isūri,9i,9,eau trouble,n.,P457-C2,"isūri, 9i, tjs en C ou  C, amââzi y'isūri, eau trouble. Isūri ya nyámivó, de leau de ruissellement. |; Ecume produite par une cataracte.",False,isūri,9i,"isūri, 9i, tjs en C ou  C, amââzi y'isūri, eau trouble. Isūri ya nyámivó, de leau de ruissellement. |; Ecume produite par une cataracte."
15263,15263,umusúsuu,imi,314,"frisson; crainte qui empêche la femme (ou la vache), surtout jeune, d'allaiter.",n.,P458-C1,"umusúsuu, imi», 314, (cfr -susum-), frisson; crainte qui empêche la femme (ou la vache), surtout jeune, d'allaiter.",False,umusúsu,imi,"umusúsu, imi», 314, (cfr -susum-), frisson; crainte qui empêche la femme (ou la vache), surtout jeune, d'allaiter."
15342,15342,igisyâré,ibi,"7(8, Dioscorea dumetorum (KuNTH.) Pax.",arbuste à graines comestibles,n.,P459-C2,"igisyâré, ibi, 7(8, Dioscorea dumetorum (KuNTH.) Pax. Syn. ikinyarubabi.",False,igisyâré,ibi,"igisyâré, ibi, 7(8, Dioscorea dumetorum (KuNTH.) Pax. Syn. ikinyarubabi."
15409,15409,intabāzi,n.,9|10,recruteur.,n.,P462-C2,"intabāzi, 9|10, (cfr -tabāz-), recruteur. Néol. Intimwa ntabāazi, consul.",False,intabāzi,n.,"intabāzi, 9|10, (cfr -tabāz-), recruteur. Néol. Intimwa ntabāazi, consul."
15430,15430,igitabo,v.,,tabu,v.,P463-C1,"igitabo, v. -tabu.",False,igitabo,v.,"igitabo, v. -tabu."
15442,15442,agataburamunwa,V.,11,,n.,P463-C1,"agataburamunwa, V. -nwa.",False,agataburamunwa,V.,"agataburamunwa, V. -nwa."
15469,15469,igitágari,ibi,718,Bovidé à cornes très écartées et dont les pointes sont divergentes.,n.,P463-C2,"igitágari, ibi, 718, (cfr -tágarar-), bovidé à cornes très écartées et dont les pointes sont divergentes.",False,igitágari,ibi,"igitágari, ibi, 718, (cfr -tágarar-), bovidé à cornes très écartées et dont les pointes sont divergentes."
15569,15569,intákurá,v.,,kurá,v.,P466-C2,"intákurá, v. -kurá.",False,intákurá,v.,"intákurá, v. -kurá."
15571,15571,umutákwa,imi,3|4,une motte d'argile pétrie,n.,P466-C2,"umutákwa, imi, 3|4, (cfr -tak-), umutákwa wibùmba, une motte d'argile pétrie.",False,umutákwa,imi,"umutákwa, imi, 3|4, (cfr -tak-), umutákwa wibùmba, une motte d'argile pétrie."
15595,15595,umutamanzuro,imi,34,clarté.,n.,P467-C2,"umutamanzuro, imi, 34, (cfr -tamanzur-), clarté.",False,umutamanzuro,imi,"umutamanzuro, imi, 34, (cfr -tamanzur-), clarté."
15643,15643,intâmbukizo,néol.,9|10,escalier.,n.,P469-C1,"intâmbukizo, 9j10, (néol.), (cfr -tâmbukir-), escalier. .",False,intâmbukizo,néol.,"intâmbukizo, 9j10, (néol.), (cfr -tâmbukir-), escalier. ."
15883,15883,umutári,imi,,"objet plat, étale placé à une certaine hauteur.",n.,P476-C2,"umutári, imi, (cfr -tárik-), objet plat, étale placé à une certaine hauteur. Syn. umutămbikwa.",False,umutári,imi,"umutári, imi, (cfr -tárik-), objet plat, étale placé à une certaine hauteur. Syn. umutămbikwa."
15905,15905,tàru,(inv.),,onomatopée: pan!,n.,P477-C1,"tàru, (inv.), (cfr -táruk-), onomatopée: pan! Akubita incâbiti ngo taru, et pan! il donna un coup de hache.",False,tàru,(inv.),"tàru, (inv.), (cfr -táruk-), onomatopée: pan! Akubita incâbiti ngo taru, et pan! il donna un coup de hache."
15977,15977,amatavu,6,,faire des cabrioles.,v.,P478-C2,"amatavu, 6, (cfr -tavu 3), gambades, cabrioles. Gukina amatavu, faire des cabrioles, gambader. Kwîkina amatavu, samuser à faire des cabrioles.",False,amatavu,6,"amatavu, 6, (cfr -tavu 3), gambades, cabrioles. Gukina amatavu, faire des cabrioles, gambader. Kwîkina amatavu, samuser à faire des cabrioles."
15978,15978,butava,14a,,"sans augment, sans compl., conme un veau; à la manière d'un veat.",n.,P478-C2,"butava, 14a, (cfr -tavu 3), sans augment, sans compl., conme un veau; à la manière d'un veat. Gusimba butavu, cabrioler, gambader.",False,butava,14a,"butava, 14a, (cfr -tavu 3), sans augment, sans compl., conme un veau; à la manière d'un veat. Gusimba butavu, cabrioler, gambader."
15979,15979,intávyará,v.,,.,v.,P478-C2,"intávyará, v. -vyará.",False,intávyará,v.,"intávyará, v. -vyará."
16181,16181,igitêmbé,ibi,,bracelet en bois des archers,n.,P485-C2,"igitêmbé, ibi, (cfr -têmb-), bracelet en bois des archers. Syn. ikigomera. Ils se protégeaient ainsi contre le retour de la corde. Ces bracelets étaient parfois renforcés par des pièces de métal. TROUWBORST 127. M.R.A.C. 41.79241.795, 41.956.",False,igitêmbé,ibi,"igitêmbé, ibi, (cfr -têmb-), bracelet en bois des archers. Syn. ikigomera. Ils se protégeaient ainsi contre le retour de la corde. Ces bracelets étaient parfois renforcés par des pièces de métal. TROUWBORST 127. M.R.A.C. 41.79241.795, 41.956."
16479,16479,intintibunnyo,v.,,nNnyo,v.,P495-C2,"intintibunnyo, v. -nNnyo.",False,intintibunnyo,v.,"intintibunnyo, v. -nNnyo."
16530,16530,ibitírotíro,8,,somnolence,n.,P496-C2,"ibitírotíro, 8, (cfr -tíro 5), somnolence, envie de dormir.",False,ibitírotíro,8,"ibitírotíro, 8, (cfr -tíro 5), somnolence, envie de dormir."
